NRIC,PLATE,mod 7,mod 8,,,,,,,,,
1530092,2099017,4,4,,,,,,,,,
7549096,4967230,2,0,,,,,,,,,
4700300,1546405,3,4,,,,,,,,,
8028964,6316672,6,4,,,,,,,,,
9013880,797667,1,0,,,,,,,,,
317672,9923544,5,0,,,,,,,,,
3640784,9109692,0,0,,,,,,,,,
4124096,3204637,4,0,,,,,,,,,
9370936,1184408,1,0,,,,,,,,,
8741004,6869527,6,4,,,,,,,,,
7872308,279352,3,4,,,,,,,,,
2658548,6391303,4,4,,,,,,,,,
7794680,2172779,5,0,,,,,,,,,
6916356,8023867,6,4,,,,,,,,,
5939492,6736883,6,4,,,,,,,,,
8431608,9597980,3,0,,,,,,,,,
9596112,7378011,1,0,,,,,,,,,
4361968,1169354,2,0,,,,,,,,,
9914704,7530840,2,0,,,,,,,,,
479236,4477023,2,4,,,,,,,,,
1348656,7620917,1,0,,,,,,,,,
910892,3600270,3,4,,,,,,,,,
9578996,6018395,0,4,,,,,,,,,
5912280,2181647,3,0,,,,,,,,,
1793208,6549972,4,0,,,,,,,,,
7891372,9803425,6,4,,,,,,,,,
7981876,6782239,0,4,,,,,,,,,
9169652,4959877,2,4,,,,,,,,,
6680624,5824936,6,0,,,,,,,,,
8718240,2355644,6,0,,,,,,,,,
7509008,724800,3,0,,,,,,,,,
1520772,7354845,1,4,,,,,,,,,
9554748,34530,0,4,,,,,,,,,
215424,578634,6,0,,,,,,,,,
7561884,9725752,1,4,,,,,,,,,
1337680,8545703,1,0,,,,,,,,,
3295164,796664,5,4,,,,,,,,,
6047048,2225241,0,0,,,,,,,,,
3314688,6966861,6,0,,,,,,,,,
2273044,3073445,4,4,,,,,,,,,
13100,9217028,3,4,,,,,,,,,
2605892,6274704,2,4,,,,,,,,,
1183952,8016214,0,0,,,,,,,,,
9969920,2949852,2,0,,,,,,,,,
3837892,2299996,2,4,,,,,,,,,
3448128,9548082,5,0,,,,,,,,,
4250912,1838066,1,0,,,,,,,,,
4971660,8024000,1,4,,,,,,,,,
1209624,9906493,3,0,,,,,,,,,
6076236,9768297,5,4,,,,,,,,,
1072876,1006109,0,4,,,,,,,,,
2551584,3183100,0,0,,,,,,,,,
9013556,2107446,6,4,,,,,,,,,
1242596,8544642,5,4,,,,,,,,,
7264080,7764838,5,0,,,,,,,,,
3762684,8704502,2,4,,,,,,,,,
2581472,9239312,5,0,,,,,,,,,
1600348,6210103,1,4,,,,,,,,,
6037676,9781281,1,4,,,,,,,,,
3078120,2031523,3,0,,,,,,,,,
7200996,2417474,5,4,,,,,,,,,
5856620,4117757,0,4,,,,,,,,,
9784260,4236784,3,4,,,,,,,,,
3195368,8558836,1,0,,,,,,,,,
2884400,5844770,1,0,,,,,,,,,
2364112,2841509,2,0,,,,,,,,,
8313836,9021430,6,4,,,,,,,,,
9396748,2223966,4,4,,,,,,,,,
9906788,2978638,3,4,,,,,,,,,
5507640,1803875,5,0,,,,,,,,,
6629008,6478876,1,0,,,,,,,,,
9640996,8797795,1,4,,,,,,,,,
662888,8268621,2,0,,,,,,,,,
6241696,3554908,6,0,,,,,,,,,
3834728,3424800,2,0,,,,,,,,,
7775984,8274378,6,0,,,,,,,,,
9022216,7680459,0,0,,,,,,,,,
6921472,5725729,5,0,,,,,,,,,
8948272,8559898,4,0,,,,,,,,,
9370328,6804831,2,0,,,,,,,,,
7917160,9680857,6,0,,,,,,,,,
3249440,3447051,5,0,,,,,,,,,
1460896,5105170,3,0,,,,,,,,,
9649964,1204103,2,4,,,,,,,,,
6799368,8190312,2,0,,,,,,,,,
574668,845856,3,4,,,,,,,,,
2468024,8682224,6,0,,,,,,,,,
6273668,8964566,2,4,,,,,,,,,
2598700,4086992,6,4,,,,,,,,,
6658324,305130,1,4,,,,,,,,,
8397244,3229739,2,4,,,,,,,,,
1872972,2721500,3,4,,,,,,,,,
4124816,8077414,3,0,,,,,,,,,
6722808,9027901,1,0,,,,,,,,,
2347632,6197699,0,0,,,,,,,,,
4833732,2995982,1,4,,,,,,,,,
5265396,1358369,3,4,,,,,,,,,
1771408,9817629,2,0,,,,,,,,,
7393568,636454,0,0,,,,,,,,,
8308088,4933709,5,0,,,,,,,,,
7636436,9880807,3,4,,,,,,,,,
8181564,9258575,6,4,,,,,,,,,
1745068,5765132,3,4,,,,,,,,,
6848048,4831667,4,0,,,,,,,,,
7419416,9543252,4,0,,,,,,,,,
990580,7501738,3,4,,,,,,,,,
1093360,6229226,2,0,,,,,,,,,
6644340,5092543,3,4,,,,,,,,,
4096792,2313751,0,0,,,,,,,,,
5249532,2120541,1,4,,,,,,,,,
1868116,1012974,5,4,,,,,,,,,
1314360,2279185,5,0,,,,,,,,,
6034840,9071154,0,0,,,,,,,,,
7004152,117838,1,0,,,,,,,,,
6624828,8063682,0,4,,,,,,,,,
322120,5630208,1,0,,,,,,,,,
789720,6281755,1,0,,,,,,,,,
9897024,3763197,4,0,,,,,,,,,
3661508,1915792,4,4,,,,,,,,,
1113896,4213605,0,0,,,,,,,,,
6571420,530324,2,4,,,,,,,,,
8632684,1841980,4,4,,,,,,,,,
4586888,3985844,5,0,,,,,,,,,
8160528,1416661,5,0,,,,,,,,,
3399576,9198288,5,0,,,,,,,,,
949180,1553862,1,4,,,,,,,,,
8059588,5267995,5,4,,,,,,,,,
57984,3098977,3,0,,,,,,,,,
2924580,9198021,1,4,,,,,,,,,
8839148,3671091,3,4,,,,,,,,,
541580,1168720,4,4,,,,,,,,,
9305688,149214,0,0,,,,,,,,,
9125592,5517734,0,0,,,,,,,,,
1193592,4061954,1,0,,,,,,,,,
7892188,4651896,3,4,,,,,,,,,
2674392,5815700,0,0,,,,,,,,,
9588712,3967643,0,0,,,,,,,,,
4432924,5401835,6,4,,,,,,,,,
1562952,131705,6,0,,,,,,,,,
5309884,9589435,6,4,,,,,,,,,
8488416,1021103,6,0,,,,,,,,,
5299720,5064999,6,0,,,,,,,,,
9457876,3039817,1,4,,,,,,,,,
2240336,7417888,0,0,,,,,,,,,
310832,2507233,4,0,,,,,,,,,
578684,5045374,1,4,,,,,,,,,
7919680,1345124,6,0,,,,,,,,,
1490104,2851910,0,0,,,,,,,,,
2438612,3920969,1,4,,,,,,,,,
5933972,6196185,2,4,,,,,,,,,
2112876,6246017,3,4,,,,,,,,,
4414080,822338,6,0,,,,,,,,,
5203304,1732112,1,0,,,,,,,,,
5739136,7810061,4,0,,,,,,,,,
6766116,968608,0,4,,,,,,,,,
9489148,6627787,4,4,,,,,,,,,
7185340,5159634,1,4,,,,,,,,,
8947724,2163765,2,4,,,,,,,,,
9865080,669471,1,0,,,,,,,,,
7699264,2805164,6,0,,,,,,,,,
7736548,7550825,1,4,,,,,,,,,
5327908,4474203,5,4,,,,,,,,,
3540124,2849127,0,4,,,,,,,,,
712588,5924470,2,4,,,,,,,,,
3413388,10590,6,4,,,,,,,,,
8698368,3127150,0,0,,,,,,,,,
203004,3646632,4,4,,,,,,,,,
6810880,8448645,6,0,,,,,,,,,
6680628,3184588,3,4,,,,,,,,,
6923844,7901868,4,4,,,,,,,,,
7695752,4560397,1,0,,,,,,,,,
7694900,3524374,3,4,,,,,,,,,
8133936,5103050,6,0,,,,,,,,,
1780256,6414625,2,0,,,,,,,,,
1071628,4077447,5,4,,,,,,,,,
8402840,6606283,5,0,,,,,,,,,
9485620,9446853,4,4,,,,,,,,,
9232948,4660859,4,4,,,,,,,,,
1437828,2282008,0,4,,,,,,,,,
3696996,7848486,2,4,,,,,,,,,
5938688,9416965,0,0,,,,,,,,,
2771852,2629298,6,4,,,,,,,,,
1763652,3716246,2,4,,,,,,,,,
3950340,4655275,2,4,,,,,,,,,
8823780,1338190,0,4,,,,,,,,,
9932688,6998589,3,0,,,,,,,,,
3210592,739145,0,0,,,,,,,,,
8384660,6023230,4,4,,,,,,,,,
2731136,2311553,2,0,,,,,,,,,
8279344,5125257,3,0,,,,,,,,,
1894360,6788071,6,0,,,,,,,,,
7300924,450142,1,4,,,,,,,,,
7651884,9950434,2,4,,,,,,,,,
9736664,6726616,0,0,,,,,,,,,
6766220,9989393,6,4,,,,,,,,,
1838152,1993529,1,0,,,,,,,,,
5990440,1624128,1,0,,,,,,,,,
616472,382332,3,0,,,,,,,,,
8765760,2071375,3,0,,,,,,,,,
3325248,622654,3,0,,,,,,,,,
7661740,2469827,2,4,,,,,,,,,
7528200,7906146,1,0,,,,,,,,,
8247408,3462203,1,0,,,,,,,,,
942816,3476887,0,0,,,,,,,,,
493260,2193511,5,4,,,,,,,,,
306112,3292594,2,0,,,,,,,,,
8618140,8202498,6,4,,,,,,,,,
4123140,8214590,0,4,,,,,,,,,
7540016,4381278,1,0,,,,,,,,,
1818912,5975873,4,0,,,,,,,,,
8290068,2699263,3,4,,,,,,,,,
3912268,1930936,3,4,,,,,,,,,
8246576,9547581,2,0,,,,,,,,,
6353960,2612049,4,0,,,,,,,,,
1924960,9980536,2,0,,,,,,,,,
8252772,357617,3,4,,,,,,,,,
7379816,4124230,3,0,,,,,,,,,
2546756,6439267,2,4,,,,,,,,,
2228980,8243519,5,4,,,,,,,,,
8936132,3902065,2,4,,,,,,,,,
7479144,3926339,1,0,,,,,,,,,
317472,7023027,1,0,,,,,,,,,
9622184,7457036,5,0,,,,,,,,,
7145724,7874821,5,4,,,,,,,,,
6294652,6089332,0,4,,,,,,,,,
6762428,3380802,1,4,,,,,,,,,
822008,1247020,5,0,,,,,,,,,
4457212,582783,4,4,,,,,,,,,
489040,8408956,6,0,,,,,,,,,
9302524,6132777,0,4,,,,,,,,,
5478404,9095492,1,4,,,,,,,,,
2352372,8144069,1,4,,,,,,,,,
2395116,377564,3,4,,,,,,,,,
7668424,9611553,1,0,,,,,,,,,
9642560,2411945,4,0,,,,,,,,,
3402856,1605967,2,0,,,,,,,,,
5399876,2213102,6,4,,,,,,,,,
8638772,1622397,2,4,,,,,,,,,
4611240,3538985,4,0,,,,,,,,,
2244916,398968,2,4,,,,,,,,,
1142308,7067215,6,4,,,,,,,,,
4825616,3939776,5,0,,,,,,,,,
1185216,5656388,4,0,,,,,,,,,
6154116,8003564,3,4,,,,,,,,,
7382736,4124769,4,0,,,,,,,,,
4449212,1864386,5,4,,,,,,,,,
5844088,9923609,5,0,,,,,,,,,
9427452,5563508,6,4,,,,,,,,,
4586512,6157154,0,0,,,,,,,,,
7425280,4745851,2,0,,,,,,,,,
7243180,4473408,0,4,,,,,,,,,
619776,7000430,3,0,,,,,,,,,
7289020,6005785,4,4,,,,,,,,,
2036216,7785045,0,0,,,,,,,,,
8105848,3855610,2,0,,,,,,,,,
7662580,147150,2,4,,,,,,,,,
9274652,5407320,2,4,,,,,,,,,
3013260,846133,5,4,,,,,,,,,
8528768,8105304,3,0,,,,,,,,,
5601896,5522430,6,0,,,,,,,,,
7487312,4802284,0,0,,,,,,,,,
1575520,4737859,2,0,,,,,,,,,
4949244,5029761,6,4,,,,,,,,,
2387412,3764844,6,4,,,,,,,,,
7428920,714479,2,0,,,,,,,,,
7567116,4114843,4,4,,,,,,,,,
4499184,87108,4,0,,,,,,,,,
8957632,4238867,5,0,,,,,,,,,
7100304,9322192,1,0,,,,,,,,,
5252964,2997566,3,4,,,,,,,,,
4312484,6598568,1,4,,,,,,,,,
8971328,5932782,2,0,,,,,,,,,
3364328,2062362,2,0,,,,,,,,,
4692920,8083422,1,0,,,,,,,,,
359528,6130594,1,0,,,,,,,,,
8780824,2546958,3,0,,,,,,,,,
6491176,4795782,6,0,,,,,,,,,
7303932,5239584,6,4,,,,,,,,,
9031164,9118520,2,4,,,,,,,,,
1251196,9800308,2,4,,,,,,,,,
7260196,1379285,6,4,,,,,,,,,
8456988,2964990,1,4,,,,,,,,,
9811268,5540281,5,4,,,,,,,,,
4224172,8768212,1,4,,,,,,,,,
690272,5563267,2,0,,,,,,,,,
5974380,4465228,6,4,,,,,,,,,
4886852,671061,5,4,,,,,,,,,
744512,175090,6,0,,,,,,,,,
2493756,7640600,6,4,,,,,,,,,
3181168,1567729,4,0,,,,,,,,,
5542532,4057916,2,4,,,,,,,,,
2425348,4608907,2,4,,,,,,,,,
1164048,7151680,4,0,,,,,,,,,
3596960,8135786,3,0,,,,,,,,,
9027808,4234680,6,0,,,,,,,,,
7369432,6316438,0,0,,,,,,,,,
8733816,2524920,0,0,,,,,,,,,
2352896,5452066,0,0,,,,,,,,,
8218180,1166025,5,4,,,,,,,,,
7509668,7490163,5,4,,,,,,,,,
8805996,660543,3,4,,,,,,,,,
1252460,5433164,6,4,,,,,,,,,
5790444,4444781,2,4,,,,,,,,,
628420,943843,2,4,,,,,,,,,
3671600,7744412,2,0,,,,,,,,,
4463268,9312039,5,4,,,,,,,,,
1759932,7954062,6,4,,,,,,,,,
4068492,3086204,1,4,,,,,,,,,
1825020,2693535,1,4,,,,,,,,,
4952492,1978902,6,4,,,,,,,,,
3736272,9111179,1,0,,,,,,,,,
5194528,1597060,3,0,,,,,,,,,
5156068,901191,1,4,,,,,,,,,
6753652,2274053,3,4,,,,,,,,,
7101880,4430389,2,0,,,,,,,,,
8211140,5703744,0,4,,,,,,,,,
7663544,9890947,0,0,,,,,,,,,
4161300,6318248,3,4,,,,,,,,,
7866080,6180104,5,0,,,,,,,,,
4664108,2053298,1,4,,,,,,,,,
8749880,434464,6,0,,,,,,,,,
5857064,1902758,3,0,,,,,,,,,
6850288,2816139,4,0,,,,,,,,,
7696060,9098170,1,4,,,,,,,,,
5087864,872158,5,0,,,,,,,,,
3204624,6641124,3,0,,,,,,,,,
2229148,5531778,5,4,,,,,,,,,
191252,5696446,5,4,,,,,,,,,
9301772,3039138,4,4,,,,,,,,,
3140980,4917509,3,4,,,,,,,,,
9134920,2788853,4,0,,,,,,,,,
3157816,665000,4,0,,,,,,,,,
3548140,1074981,1,4,,,,,,,,,
4608880,3162065,3,0,,,,,,,,,
3323160,6756303,1,0,,,,,,,,,
7111864,328678,4,0,,,,,,,,,
6926292,4678490,2,4,,,,,,,,,
9388684,6736470,4,4,,,,,,,,,
5317708,3367907,4,4,,,,,,,,,
9901844,927662,1,4,,,,,,,,,
9842276,5624593,3,4,,,,,,,,,
5339752,4616938,5,0,,,,,,,,,
7144788,8181400,0,4,,,,,,,,,
6546352,1510475,1,0,,,,,,,,,
8618844,1451647,3,4,,,,,,,,,
6932948,6095466,1,4,,,,,,,,,
1226784,5576970,6,0,,,,,,,,,
21680,4472602,1,0,,,,,,,,,
8847184,5360411,3,0,,,,,,,,,
5709908,2155107,1,4,,,,,,,,,
9869264,5739715,6,0,,,,,,,,,
266948,6064998,3,4,,,,,,,,,
2192604,9430858,1,4,,,,,,,,,
236104,7407419,1,0,,,,,,,,,
7135580,9546396,4,4,,,,,,,,,
1682084,5521154,5,4,,,,,,,,,
636500,5377063,4,4,,,,,,,,,
3984468,7241039,5,4,,,,,,,,,
5189784,7525390,5,0,,,,,,,,,
1371864,2981285,4,0,,,,,,,,,
1380852,6860693,4,4,,,,,,,,,
5899068,3099168,0,4,,,,,,,,,
3958944,2313649,3,0,,,,,,,,,
7777144,3198570,4,0,,,,,,,,,
8690204,5297389,5,4,,,,,,,,,
3250660,9144452,0,4,,,,,,,,,
7885400,815202,5,0,,,,,,,,,
5924752,3351802,1,0,,,,,,,,,
9895820,4858272,4,4,,,,,,,,,
9900656,4309759,3,0,,,,,,,,,
3554052,6183289,5,4,,,,,,,,,
3855272,7065011,1,0,,,,,,,,,
8323408,2071593,2,0,,,,,,,,,
1493780,4818292,1,4,,,,,,,,,
3868016,5067171,5,0,,,,,,,,,
7103152,2569724,0,0,,,,,,,,,
3593616,785928,5,0,,,,,,,,,
2723152,1561804,5,0,,,,,,,,,
2912352,374544,2,0,,,,,,,,,
5543436,3734397,3,4,,,,,,,,,
6844772,1104198,4,4,,,,,,,,,
2876864,2720723,4,0,,,,,,,,,
4076508,4511242,2,4,,,,,,,,,
1662116,9993069,1,4,,,,,,,,,
4120280,7525431,3,0,,,,,,,,,
9405808,6332337,6,0,,,,,,,,,
4310988,1364593,3,4,,,,,,,,,
3563608,926541,6,0,,,,,,,,,
8140092,1731927,2,4,,,,,,,,,
8179592,2853069,1,0,,,,,,,,,
534920,2730270,1,0,,,,,,,,,
1433476,225613,2,4,,,,,,,,,
3247388,1672579,4,4,,,,,,,,,
7653064,1853125,6,0,,,,,,,,,
7243528,1194530,5,0,,,,,,,,,
3214908,7760037,4,4,,,,,,,,,
5288636,663813,3,4,,,,,,,,,
6144692,5867723,1,4,,,,,,,,,
9860360,7942668,6,0,,,,,,,,,
1113968,8907821,2,0,,,,,,,,,
3856076,2983148,0,4,,,,,,,,,
8622020,9347839,1,4,,,,,,,,,
4334412,8416164,5,4,,,,,,,,,
5796876,9119296,1,4,,,,,,,,,
3596312,8678454,6,0,,,,,,,,,
4733504,4671892,6,0,,,,,,,,,
6855232,4561603,6,0,,,,,,,,,
3304596,4491321,1,4,,,,,,,,,
4806224,5870237,3,0,,,,,,,,,
6393300,1565718,4,4,,,,,,,,,
6196736,2977333,0,0,,,,,,,,,
428340,4714157,3,4,,,,,,,,,
8685648,9944782,6,0,,,,,,,,,
4121892,4520600,5,4,,,,,,,,,
4544808,3435237,2,0,,,,,,,,,
6302404,7782844,3,4,,,,,,,,,
6413400,3175407,0,0,,,,,,,,,
8722504,9777745,0,0,,,,,,,,,
7585956,8873529,0,4,,,,,,,,,
2252772,9056288,4,4,,,,,,,,,
5790364,5480033,6,4,,,,,,,,,
9443256,8624695,4,0,,,,,,,,,
2527164,2284146,3,4,,,,,,,,,
7317908,8695852,3,4,,,,,,,,,
3362124,5028255,3,4,,,,,,,,,
666896,4042330,6,0,,,,,,,,,
7976352,3550726,6,0,,,,,,,,,
6961888,5902025,3,0,,,,,,,,,
4986700,7001825,5,4,,,,,,,,,
8337052,7235559,3,4,,,,,,,,,
9707340,7260725,6,4,,,,,,,,,
5001404,5883041,2,4,,,,,,,,,
4752968,1458557,3,0,,,,,,,,,
6069036,3175541,1,4,,,,,,,,,
6902996,2626009,2,4,,,,,,,,,
4258184,5931840,0,0,,,,,,,,,
6940328,2851963,3,0,,,,,,,,,
9427304,170701,5,0,,,,,,,,,
1416280,3316579,5,0,,,,,,,,,
5019272,9059631,6,0,,,,,,,,,
6863052,3524328,0,4,,,,,,,,,
3319472,1937317,2,0,,,,,,,,,
2791916,2206252,1,4,,,,,,,,,
5675952,4370595,2,0,,,,,,,,,
1415940,2746151,1,4,,,,,,,,,
2472052,2409468,2,4,,,,,,,,,
9080256,5176481,3,0,,,,,,,,,
5705104,9322368,6,0,,,,,,,,,
3433692,6350580,3,4,,,,,,,,,
695040,4062141,3,0,,,,,,,,,
7140708,6565084,1,4,,,,,,,,,
7253488,5932519,4,0,,,,,,,,,
5945960,5401777,6,0,,,,,,,,,
2675936,4742265,4,0,,,,,,,,,
4030620,9225745,6,4,,,,,,,,,
6528028,4053602,3,4,,,,,,,,,
2540408,3414928,3,0,,,,,,,,,
4503048,8238746,4,0,,,,,,,,,
4179936,5647720,5,0,,,,,,,,,
2342636,771506,2,4,,,,,,,,,
981124,3452996,4,4,,,,,,,,,
9450632,4581357,2,0,,,,,,,,,
5128148,2190556,4,4,,,,,,,,,
7223624,5218314,2,0,,,,,,,,,
1936480,1337934,0,0,,,,,,,,,
2285536,1658622,1,0,,,,,,,,,
9712292,25329,2,4,,,,,,,,,
6412200,4467029,4,0,,,,,,,,,
5251464,5584637,1,0,,,,,,,,,
3063848,1920634,4,0,,,,,,,,,
886024,5974587,6,0,,,,,,,,,
3477556,7515608,5,4,,,,,,,,,
8826936,544496,6,0,,,,,,,,,
4391384,1489238,4,0,,,,,,,,,
8496352,5225854,4,0,,,,,,,,,
3378604,8316103,5,4,,,,,,,,,
6656448,5952857,1,0,,,,,,,,,
3357140,8780533,3,4,,,,,,,,,
2729632,2225340,3,0,,,,,,,,,
4421876,4623520,4,4,,,,,,,,,
7778632,1115627,1,0,,,,,,,,,
6444612,1061910,6,4,,,,,,,,,
9682184,1039960,1,0,,,,,,,,,
3539988,3125937,4,4,,,,,,,,,
1027412,9574384,1,4,,,,,,,,,
1203292,5753790,6,4,,,,,,,,,
8817372,5575385,4,4,,,,,,,,,
6560296,4226831,1,0,,,,,,,,,
5439312,6999270,4,0,,,,,,,,,
5262108,5165676,5,4,,,,,,,,,
2191444,140887,3,4,,,,,,,,,
5032832,6980946,0,0,,,,,,,,,
3437616,4562706,0,0,,,,,,,,,
4475084,1386145,5,4,,,,,,,,,
3194588,8127058,5,4,,,,,,,,,
8493628,3687518,3,4,,,,,,,,,
7021816,3692532,4,0,,,,,,,,,
8390992,5828890,1,0,,,,,,,,,
2932916,9737675,0,4,,,,,,,,,
7851884,9138020,5,4,,,,,,,,,
2871488,1639033,4,0,,,,,,,,,
6421716,2493626,0,4,,,,,,,,,
2688380,6553757,2,4,,,,,,,,,
4178704,9153411,5,0,,,,,,,,,
9292760,9218489,1,0,,,,,,,,,
6614360,3677974,4,0,,,,,,,,,
4336868,9223684,4,4,,,,,,,,,
4035476,4974054,4,4,,,,,,,,,
5414344,52637,5,0,,,,,,,,,
3705000,7182363,5,0,,,,,,,,,
408552,8729641,4,0,,,,,,,,,
9095796,3239080,3,4,,,,,,,,,
6583028,6701289,4,4,,,,,,,,,
5760808,9969686,4,0,,,,,,,,,
220276,8328151,0,4,,,,,,,,,
7188340,4174228,5,4,,,,,,,,,
9160592,1500356,0,0,,,,,,,,,
5845584,5901598,3,0,,,,,,,,,
1630152,2365948,6,0,,,,,,,,,
678216,3646018,0,0,,,,,,,,,
7243928,1735557,6,0,,,,,,,,,
436400,1060308,6,0,,,,,,,,,
6577056,124990,3,0,,,,,,,,,
3840060,4799108,0,4,,,,,,,,,
5518980,9321339,5,4,,,,,,,,,
1030360,3796705,2,0,,,,,,,,,
9621952,1667083,4,0,,,,,,,,,
969220,5634970,0,4,,,,,,,,,
4704800,7022950,2,0,,,,,,,,,
6817484,2170612,2,4,,,,,,,,,
224812,1465518,0,4,,,,,,,,,
8031792,8450738,6,0,,,,,,,,,
9246688,8533514,3,0,,,,,,,,,
4739812,5523473,0,4,,,,,,,,,
977276,1152502,6,4,,,,,,,,,
890820,9129905,0,4,,,,,,,,,
2891092,4241577,1,4,,,,,,,,,
6494260,9333888,3,4,,,,,,,,,
1347308,885379,4,4,,,,,,,,,
9871384,3028796,5,0,,,,,,,,,
4117004,6563341,3,4,,,,,,,,,
7686492,8520531,2,4,,,,,,,,,
1964256,4985197,0,0,,,,,,,,,
4271100,941293,1,4,,,,,,,,,
9715444,1719907,4,4,,,,,,,,,
8679660,2582799,3,4,,,,,,,,,
4950680,6134265,0,0,,,,,,,,,
8902680,337908,3,0,,,,,,,,,
5493000,8968641,2,0,,,,,,,,,
7303900,6310941,2,4,,,,,,,,,
9741884,2017540,5,4,,,,,,,,,
3283740,1193813,5,4,,,,,,,,,
2927680,2099878,0,0,,,,,,,,,
9049108,3387055,5,4,,,,,,,,,
237600,962544,6,0,,,,,,,,,
2582788,2364804,5,4,,,,,,,,,
6804052,7841083,3,4,,,,,,,,,
6851340,4946643,6,4,,,,,,,,,
5465556,4609122,5,4,,,,,,,,,
1919232,7192962,0,0,,,,,,,,,
2025276,5841911,1,4,,,,,,,,,
9549720,7446854,5,0,,,,,,,,,
8026624,6810744,4,0,,,,,,,,,
7372676,4117524,3,4,,,,,,,,,
3332520,3983414,2,0,,,,,,,,,
1835720,1005406,5,0,,,,,,,,,
4416792,1770769,2,0,,,,,,,,,
7682728,7270234,4,0,,,,,,,,,
2393716,683149,3,4,,,,,,,,,
4529096,7195978,5,0,,,,,,,,,
6010900,2245598,0,4,,,,,,,,,
7301044,1140255,2,4,,,,,,,,,
852284,1069527,6,4,,,,,,,,,
5026260,6714984,1,4,,,,,,,,,
2949392,2679024,5,0,,,,,,,,,
6665460,7240703,4,4,,,,,,,,,
5590264,5776666,1,0,,,,,,,,,
4374540,321442,2,4,,,,,,,,,
8453024,8856777,6,0,,,,,,,,,
4268452,7225712,6,4,,,,,,,,,
4201864,9381826,2,0,,,,,,,,,
8101752,6726399,1,0,,,,,,,,,
6004928,2361172,6,0,,,,,,,,,
8863448,9896645,6,0,,,,,,,,,
4112804,2987467,3,4,,,,,,,,,
8742464,3999107,3,0,,,,,,,,,
4472196,1305234,1,4,,,,,,,,,
84224,4866271,0,0,,,,,,,,,
1422224,2279136,6,0,,,,,,,,,
9314428,8938249,4,4,,,,,,,,,
1884976,9208816,2,0,,,,,,,,,
6385432,6793441,4,0,,,,,,,,,
7292096,9987133,0,0,,,,,,,,,
1910540,8953937,2,4,,,,,,,,,
4057608,2929221,2,0,,,,,,,,,
2126824,6778165,0,0,,,,,,,,,
4387876,8766479,3,4,,,,,,,,,
1100328,5550901,5,0,,,,,,,,,
7818048,5840914,0,0,,,,,,,,,
4191688,9957691,4,0,,,,,,,,,
9627620,9135487,2,4,,,,,,,,,
2555284,4326301,4,4,,,,,,,,,
152076,3590934,1,4,,,,,,,,,
2129036,2996968,0,4,,,,,,,,,
6663192,1326230,4,0,,,,,,,,,
7185600,9464670,2,0,,,,,,,,,
9633792,2973916,0,0,,,,,,,,,
3435600,4182538,0,0,,,,,,,,,
242644,7082351,3,4,,,,,,,,,
8083280,1960259,2,0,,,,,,,,,
7785352,2435520,1,0,,,,,,,,,
2700576,4517561,4,0,,,,,,,,,
4784600,2645470,2,0,,,,,,,,,
3168256,4714068,0,0,,,,,,,,,
5181220,543429,2,4,,,,,,,,,
7944868,132094,1,4,,,,,,,,,
569016,6099205,0,0,,,,,,,,,
2206672,8853531,6,0,,,,,,,,,
2661416,2041415,2,0,,,,,,,,,
4018508,5044164,4,4,,,,,,,,,
8378280,4849804,1,0,,,,,,,,,
2353316,9753211,0,4,,,,,,,,,
5612120,7926086,3,0,,,,,,,,,
4006424,1966051,2,0,,,,,,,,,
5292732,7837294,4,4,,,,,,,,,
1843092,3237048,6,4,,,,,,,,,
4988084,7283881,3,4,,,,,,,,,
8230932,332715,3,4,,,,,,,,,
9712648,3717788,1,0,,,,,,,,,
6243664,2150898,0,0,,,,,,,,,
2582260,6271370,2,4,,,,,,,,,
5844892,7468828,4,4,,,,,,,,,
3890696,9980202,5,0,,,,,,,,,
7217660,2981167,2,4,,,,,,,,,
195020,3931762,0,4,,,,,,,,,
1781656,9188001,2,0,,,,,,,,,
6297552,3928073,2,0,,,,,,,,,
3320228,9703417,2,4,,,,,,,,,
3791032,479562,0,0,,,,,,,,,
9328588,4580478,3,4,,,,,,,,,
597032,4927032,2,0,,,,,,,,,
3502020,7145269,4,4,,,,,,,,,
4470844,3758654,0,4,,,,,,,,,
8803624,8366295,4,0,,,,,,,,,
9691880,2462167,2,0,,,,,,,,,
4236560,6334806,6,0,,,,,,,,,
8399300,5288975,0,4,,,,,,,,,
8164736,7398427,6,0,,,,,,,,,
7906056,2882312,4,0,,,,,,,,,
1293584,3397281,5,0,,,,,,,,,
1803100,7527944,5,4,,,,,,,,,
6328844,6961721,4,4,,,,,,,,,
927892,5439654,0,4,,,,,,,,,
720764,3381464,2,4,,,,,,,,,
9969808,965400,2,0,,,,,,,,,
2476964,1062506,0,4,,,,,,,,,
9655560,3633574,5,0,,,,,,,,,
5517164,682261,2,4,,,,,,,,,
1012912,9811901,5,0,,,,,,,,,
5284512,6475930,2,0,,,,,,,,,
5132828,7958173,1,4,,,,,,,,,
4946528,6575911,6,0,,,,,,,,,
5179904,3060814,2,0,,,,,,,,,
4077704,5104181,1,0,,,,,,,,,
5120232,1443265,5,0,,,,,,,,,
4969388,9813219,4,4,,,,,,,,,
8406796,7522743,6,4,,,,,,,,,
4707144,5931291,1,0,,,,,,,,,
6221016,9419767,4,0,,,,,,,,,
6382460,9782870,0,4,,,,,,,,,
4989396,8417563,6,4,,,,,,,,,
